ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10232330,HY419969,09/12/2015 01:07:00 AM,089XX S HALSTED ST,1020,ARSON,BY FIRE,RESIDENCE,False,False,2223,22,21.0,71,09,1172543.0,1845622.0,2015,02/10/2018 03:50:01 PM,41.731822765,-87.643493574,"(41.731822765, -87.643493574)"
10234054,HY422426,09/14/2015 12:43:00 AM,108XX S MORGAN ST,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,2234,22,34.0,75,09,1171584.0,1832762.0,2015,02/10/2018 03:50:01 PM,41.696554057,-87.647382098,"(41.696554057, -87.647382098)"
10234110,HY422431,09/14/2015 05:15:00 AM,083XX S SOUTH CHICAGO AVE,1020,ARSON,BY FIRE,PARKING LOT/GARAGE(NON.RESID.),False,False,412,4,8.0,46,09,1191622.0,1849778.0,2015,02/10/2018 03:50:01 PM,41.742786344,-87.573466009,"(41.742786344, -87.573466009)"
10234332,HY422531,09/14/2015 07:20:00 AM,086XX S ADA ST,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,613,6,21.0,71,09,1168835.0,1847535.0,2015,02/10/2018 03:50:01 PM,41.737153061,-87.657022401,"(41.737153061, -87.657022401)"
10234751,HY422568,09/14/2015 07:00:00 AM,022XX S SPRINGFIELD AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,False,False,1013,10,22.0,30,09,1150736.0,1888841.0,2015,02/10/2018 03:50:01 PM,41.850874122,-87.722256753,"(41.850874122, -87.722256753)"
10235197,HY423202,09/14/2015 04:27:00 PM,024XX S KEDVALE AVE,1020,ARSON,BY FIRE,ALLEY,False,False,1013,10,22.0,30,09,1149210.0,1887624.0,2015,02/10/2018 03:50:01 PM,41.847564182,-87.72788903,"(41.847564182, -87.72788903)"
10238694,HY426527,09/17/2015 05:00:00 AM,043XX S ROCKWELL ST,1090,ARSON,ATTEMPT ARSON,APARTMENT,False,False,922,9,12.0,58,09,1159757.0,1875793.0,2015,02/10/2018 03:50:01 PM,41.814887983,-87.689506618,"(41.814887983, -87.689506618)"
10240002,HY427819,09/18/2015 01:43:00 AM,018XX N FAIRFIELD AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,1421,14,1.0,22,09,1157745.0,1912192.0,2015,02/10/2018 03:50:01 PM,41.914811725,-87.695895576,"(41.914811725, -87.695895576)"
10241229,HY428995,09/18/2015 09:19:00 PM,021XX N MERRIMAC AVE,1020,ARSON,BY FIRE,STREET,False,False,2512,25,29.0,19,09,1134391.0,1913764.0,2015,06/12/2016 03:52:19 PM,41.919569733,-87.781659187,"(41.919569733, -87.781659187)"
10241696,HY429341,09/19/2015 07:20:00 AM,083XX S COTTAGE GROVE AVE,1025,ARSON,AGGRAVATED,APARTMENT,True,True,632,6,6.0,44,09,1183013.0,1849827.0,2015,02/10/2018 03:50:01 PM,41.743125083,-87.605007694,"(41.743125083, -87.605007694)"
10244853,HY433111,09/22/2015 12:40:00 AM,027XX W 25TH ST,1020,ARSON,BY FIRE,STREET,False,False,1034,10,12.0,30,09,1158507.0,1887293.0,2015,02/10/2018 03:50:01 PM,41.846470952,-87.693777767,"(41.846470952, -87.693777767)"
10244898,HY433141,09/22/2015 01:30:00 AM,006XX N LONG AVE,1020,ARSON,BY FIRE,STREET,False,False,1524,15,37.0,25,09,1140208.0,1903730.0,2015,02/10/2018 03:50:01 PM,41.891930598,-87.760532545,"(41.891930598, -87.760532545)"
10246528,HY434533,09/23/2015 12:28:00 AM,014XX W CULLERTON ST,1020,ARSON,BY FIRE,STREET,False,False,1235,12,25.0,31,09,1166989.0,1890515.0,2015,02/10/2018 03:50:01 PM,41.855134861,-87.662556895,"(41.855134861, -87.662556895)"
10248272,HY435934,09/24/2015 01:00:00 AM,041XX W 25TH PL,1020,ARSON,BY FIRE,RESIDENCE,False,False,1013,10,22.0,30,09,1149056.0,1886730.0,2015,02/10/2018 03:50:01 PM,41.845113909,-87.728477327,"(41.845113909, -87.728477327)"
10249361,HY436844,09/23/2015 06:00:00 PM,007XX W ROSCOE ST,1020,ARSON,BY FIRE,STREET,False,False,1925,19,44.0,6,09,1170687.0,1922797.0,2015,02/10/2018 03:50:01 PM,41.943638536,-87.648037157,"(41.943638536, -87.648037157)"
10250200,HY437476,09/25/2015 09:10:00 AM,043XX S ROCKWELL ST,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,922,9,12.0,58,09,1159757.0,1875793.0,2015,02/10/2018 03:50:01 PM,41.814887983,-87.689506618,"(41.814887983, -87.689506618)"
10251147,HY438615,09/26/2015 01:40:00 AM,036XX W 56TH PL,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,822,8,14.0,62,09,1153115.0,1866902.0,2015,10/09/2015 03:58:54 PM,41.790623788,-87.714105569,"(41.790623788, -87.714105569)"
10252033,HY438562,09/26/2015 12:25:00 AM,035XX N MELVINA AVE,1020,ARSON,BY FIRE,STREET,False,False,1633,16,36.0,17,09,1134416.0,1923072.0,2015,02/10/2018 03:50:01 PM,41.945111498,-87.781347151,"(41.945111498, -87.781347151)"
10252386,HY440188,09/26/2015 09:00:00 PM,007XX W 80TH ST,1020,ARSON,BY FIRE,STREET,False,False,621,6,17.0,71,09,1172846.0,1851829.0,2015,02/10/2018 03:50:01 PM,41.748848928,-87.642200949,"(41.748848928, -87.642200949)"
10257129,HY444361,09/30/2015 02:15:00 PM,107XX S EGGLESTON AVE,1025,ARSON,AGGRAVATED,RESIDENTIAL YARD (FRONT/BACK),True,False,2233,22,34.0,49,09,1175194.0,1833638.0,2015,02/10/2018 03:50:01 PM,41.698878276,-87.634138449,"(41.698878276, -87.634138449)"
10258436,HY445419,10/01/2015 11:53:00 AM,001XX W 104TH PL,1020,ARSON,BY FIRE,RESIDENCE,False,False,512,5,34.0,49,09,1177214.0,1835663.0,2015,02/10/2018 03:50:01 PM,41.704389926,-87.626681355,"(41.704389926, -87.626681355)"
10258843,HY446102,10/01/2015 08:43:00 PM,054XX S WELLS ST,1020,ARSON,BY FIRE,RESIDENTIAL YARD (FRONT/BACK),False,False,935,9,3.0,37,09,1175533.0,1868818.0,2015,02/10/2018 03:50:01 PM,41.795408992,-87.631847054,"(41.795408992, -87.631847054)"
10258905,HY446204,10/01/2015 10:01:00 PM,048XX S PAULINA ST,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,931,9,20.0,61,09,1165829.0,1872515.0,2015,02/10/2018 03:50:01 PM,41.805765782,-87.667326813,"(41.805765782, -87.667326813)"
10260111,HY447159,10/02/2015 05:18:00 PM,0000X N LAVERGNE AVE,1025,ARSON,AGGRAVATED,APARTMENT,False,False,1533,15,28.0,25,09,1143053.0,1899685.0,2015,02/10/2018 03:50:01 PM,41.880778039,-87.750184931,"(41.880778039, -87.750184931)"
10263265,HY451201,10/06/2015 03:00:00 AM,013XX N RIDGEWAY AVE,1020,ARSON,BY FIRE,RESIDENTIAL YARD (FRONT/BACK),True,False,2535,25,26.0,23,09,1151128.0,1908661.0,2015,02/10/2018 03:50:01 PM,41.905254709,-87.720298433,"(41.905254709, -87.720298433)"
10263327,HY451217,10/06/2015 04:30:00 AM,073XX S STEWART AVE,1020,ARSON,BY FIRE,STREET,False,False,731,7,17.0,69,09,1174893.0,1856369.0,2015,02/10/2018 03:50:01 PM,41.761261874,-87.634564888,"(41.761261874, -87.634564888)"
10264152,HY451480,10/06/2015 10:55:00 AM,023XX N MANGO AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,2515,25,37.0,19,09,1137665.0,1914989.0,2015,02/10/2018 03:50:01 PM,41.922872847,-87.769600256,"(41.922872847, -87.769600256)"
10264621,HY452376,10/06/2015 09:45:00 PM,087XX S ESCANABA AVE,1020,ARSON,BY FIRE,RESIDENCE,False,False,423,4,10.0,46,09,1196908.0,1847501.0,2015,02/10/2018 03:50:01 PM,41.736408358,-87.554173909,"(41.736408358, -87.554173909)"
10264803,HY452549,10/07/2015 04:30:00 AM,033XX W 26TH ST,1020,ARSON,BY FIRE,VEHICLE-COMMERCIAL,False,False,1024,10,22.0,30,09,1154328.0,1886530.0,2015,02/10/2018 03:50:01 PM,41.844461566,-87.709134936,"(41.844461566, -87.709134936)"
10267335,HY454736,10/08/2015 08:01:00 PM,053XX W GRACE ST,1020,ARSON,BY FIRE,STREET,False,False,1634,16,38.0,15,09,1140045.0,1924747.0,2015,02/10/2018 03:50:01 PM,41.949606523,-87.76061569,"(41.949606523, -87.76061569)"
10181193,HY368818,07/21/2015 08:00:00 PM,033XX W 13TH ST,1020,ARSON,BY FIRE,LIBRARY,False,False,1021,10,24.0,29,09,1154098.0,1893840.0,2015,02/10/2018 03:50:01 PM,41.864525633,-87.709784193,"(41.864525633, -87.709784193)"
10269728,HY457391,10/10/2015 11:55:00 PM,048XX W IOWA ST,1020,ARSON,BY FIRE,RESIDENCE PORCH/HALLWAY,False,False,1531,15,37.0,25,09,1143939.0,1905538.0,2015,02/10/2018 03:50:01 PM,41.896822793,-87.746784662,"(41.896822793, -87.746784662)"
10269981,HY457541,10/11/2015 04:10:00 AM,020XX N LAWNDALE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2525,25,26.0,22,09,1151377.0,1913471.0,2015,10/18/2015 03:53:35 PM,41.918448909,-87.719257269,"(41.918448909, -87.719257269)"
10271305,HY458310,10/11/2015 07:57:00 PM,028XX N DAMEN AVE,1020,ARSON,BY FIRE,ALLEY,False,False,1931,19,1.0,5,09,1162521.0,1919031.0,2015,02/10/2018 03:50:01 PM,41.933479639,-87.678157199,"(41.933479639, -87.678157199)"
10184849,HY372461,08/06/2015 06:00:00 PM,090XX S HOUSTON AVE,1090,ARSON,ATTEMPT ARSON,LIBRARY,False,False,424,4,10.0,46,09,1198096.0,1845525.0,2015,02/10/2018 03:50:01 PM,41.730956462,-87.549887474,"(41.730956462, -87.549887474)"
10272452,HY459686,10/12/2015 09:13:00 PM,020XX W WELLINGTON AVE,1025,ARSON,AGGRAVATED,ALLEY,False,False,1931,19,1.0,5,09,1162326.0,1919920.0,2015,02/10/2018 03:50:01 PM,41.935923196,-87.678848871,"(41.935923196, -87.678848871)"
10273155,HY461184,10/14/2015 06:00:00 AM,063XX S KOLIN AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,813,8,13.0,65,09,1148465.0,1862115.0,2015,02/10/2018 03:50:01 PM,41.777578136,-87.731279097,"(41.777578136, -87.731279097)"
10274175,HY461796,10/14/2015 02:20:00 PM,034XX N TRIPP AVE,1020,ARSON,BY FIRE,ALLEY,False,False,1731,17,30.0,16,09,1147445.0,1922552.0,2015,02/10/2018 03:50:01 PM,41.943444348,-87.733470442,"(41.943444348, -87.733470442)"
10277402,HY465226,10/17/2015 05:14:00 AM,036XX W ARMITAGE AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,2535,25,26.0,22,09,1151606.0,1913040.0,2015,02/10/2018 03:50:01 PM,41.917261704,-87.718427254,"(41.917261704, -87.718427254)"
10277470,HY464281,10/12/2015 10:20:00 PM,0000X W CHICAGO AVE,1020,ARSON,BY FIRE,STREET,True,False,1832,18,42.0,8,09,1175937.0,1905720.0,2015,10/26/2015 03:53:26 PM,41.896661787,-87.629256175,"(41.896661787, -87.629256175)"
10277473,HY464285,10/12/2015 10:28:00 PM,007XX N CLARK ST,1020,ARSON,BY FIRE,STREET,True,False,1832,18,42.0,8,09,1175397.0,1905615.0,2015,02/10/2018 03:50:01 PM,41.896385804,-87.631242637,"(41.896385804, -87.631242637)"
10278861,HY467347,10/18/2015 10:20:00 PM,038XX N WHIPPLE ST,1020,ARSON,BY FIRE,ALLEY,False,False,1733,17,33.0,16,09,1155367.0,1925438.0,2015,02/10/2018 03:50:01 PM,41.951207907,-87.70427501,"(41.951207907, -87.70427501)"
10279864,HY467922,10/19/2015 12:40:00 PM,001XX N LA CROSSE AVE,1025,ARSON,AGGRAVATED,APARTMENT,False,False,1532,15,28.0,25,09,1144015.0,1900779.0,2015,02/10/2018 03:50:01 PM,41.883762115,-87.746625038,"(41.883762115, -87.746625038)"
10280311,HY468686,10/19/2015 09:33:00 PM,010XX W 59TH ST,1020,ARSON,BY FIRE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,True,False,712,7,16.0,68,09,1170183.0,1865685.0,2015,02/10/2018 03:50:01 PM,41.786929808,-87.651556695,"(41.786929808, -87.651556695)"
10280466,HY468674,10/19/2015 10:15:00 PM,046XX N SHERIDAN RD,1025,ARSON,AGGRAVATED,APARTMENT,False,False,1914,19,46.0,3,09,1168782.0,1931169.0,2015,02/10/2018 03:50:01 PM,41.966653193,-87.654795347,"(41.966653193, -87.654795347)"
10281921,HY470181,10/21/2015 02:45:00 AM,065XX S LANGLEY AVE,1020,ARSON,BY FIRE,STREET,False,False,321,3,20.0,42,09,1182015.0,1861881.0,2015,02/10/2018 03:50:01 PM,41.776225627,-87.608292128,"(41.776225627, -87.608292128)"
10283116,HY470963,10/21/2015 12:33:00 PM,004XX W 38TH PL,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,True,False,915,9,11.0,60,09,1173796.0,1879382.0,2015,02/10/2018 03:50:01 PM,41.824436352,-87.637903175,"(41.824436352, -87.637903175)"
10283973,HY471647,10/21/2015 08:30:00 PM,015XX W 77TH ST,1090,ARSON,ATTEMPT ARSON,STREET,False,False,612,6,17.0,71,09,1167332.0,1853666.0,2015,02/10/2018 03:50:01 PM,41.754009674,-87.662353804,"(41.754009674, -87.662353804)"
10284942,HY472824,10/23/2015 12:45:00 AM,048XX W RICE ST,1020,ARSON,BY FIRE,RESIDENCE PORCH/HALLWAY,False,False,1531,15,37.0,25,09,1143973.0,1905218.0,2015,02/10/2018 03:50:01 PM,41.895944039,-87.746667821,"(41.895944039, -87.746667821)"
10288197,HY476528,10/25/2015 11:10:00 PM,023XX S SACRAMENTO AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1033,10,12.0,30,09,1156727.0,1888339.0,2015,02/10/2018 03:50:01 PM,41.849377484,-87.700282013,"(41.849377484, -87.700282013)"
10288235,HY476650,10/26/2015 02:54:00 AM,051XX S MICHIGAN AVE,1025,ARSON,AGGRAVATED,APARTMENT,True,False,231,2,3.0,40,09,1178029.0,1870956.0,2015,02/10/2018 03:50:01 PM,41.801219608,-87.622629403,"(41.801219608, -87.622629403)"
10288926,HY477029,10/25/2015 06:01:00 PM,034XX W 65TH PL,1020,ARSON,BY FIRE,"SCHOOL, PUBLIC, GROUNDS",True,False,831,8,15.0,66,09,1154489.0,1860970.0,2015,11/01/2015 03:56:35 PM,41.774318226,-87.709225275,"(41.774318226, -87.709225275)"
10289541,HY477721,10/26/2015 07:06:00 PM,002XX N GARLAND CT,1090,ARSON,ATTEMPT ARSON,CONSTRUCTION SITE,True,False,111,1,42.0,32,09,1177051.0,1901798.0,2015,02/10/2018 03:50:01 PM,41.885874461,-87.625283558,"(41.885874461, -87.625283558)"
10289641,HY477730,10/26/2015 06:58:00 PM,0000X E WASHINGTON ST,1090,ARSON,ATTEMPT ARSON,OTHER,True,False,111,1,42.0,32,09,1177144.0,1900833.0,2015,02/10/2018 03:50:01 PM,41.883224344,-87.624971297,"(41.883224344, -87.624971297)"
10289697,HY466218,10/17/2015 10:35:00 PM,013XX W WOLFRAM ST,1020,ARSON,BY FIRE,ALLEY,False,False,1932,19,32.0,6,09,1166823.0,1919038.0,2015,02/10/2018 03:50:01 PM,41.933407546,-87.662347454,"(41.933407546, -87.662347454)"
10289827,HY478025,10/27/2015 02:50:00 AM,077XX S HALSTED ST,1020,ARSON,BY FIRE,CONVENIENCE STORE,False,False,621,6,17.0,71,09,1172306.0,1853636.0,2015,02/10/2018 03:50:01 PM,41.753819454,-87.644126664,"(41.753819454, -87.644126664)"
10291295,HY479306,10/28/2015 04:35:00 AM,032XX W BEACH AVE,1020,ARSON,BY FIRE,CHA PARKING LOT/GROUNDS,False,False,1422,14,26.0,23,09,1154390.0,1909453.0,2015,11/04/2015 04:00:27 PM,41.907363434,-87.708294792,"(41.907363434, -87.708294792)"
10291311,HY479317,10/28/2015 06:00:00 AM,029XX N LINCOLN AVE,1020,ARSON,BY FIRE,SMALL RETAIL STORE,False,False,1932,19,32.0,6,09,1166837.0,1919658.0,2015,02/10/2018 03:50:01 PM,41.935108557,-87.662278171,"(41.935108557, -87.662278171)"
10292711,HY480536,10/29/2015 02:20:00 AM,068XX N ASHLAND BLVD,1025,ARSON,AGGRAVATED,RESIDENCE PORCH/HALLWAY,True,False,2431,24,49.0,1,09,1164546.0,1945414.0,2015,02/10/2018 03:50:01 PM,42.005832909,-87.669964736,"(42.005832909, -87.669964736)"
10294392,HY481850,10/30/2015 06:30:00 AM,023XX W SUPERIOR ST,1020,ARSON,BY FIRE,OTHER,False,False,1221,12,1.0,24,09,1160627.0,1904939.0,2015,02/10/2018 03:50:01 PM,41.89484966,-87.685508707,"(41.89484966, -87.685508707)"
10295626,HY483292,10/31/2015 07:33:00 AM,060XX S PRAIRIE AVE,1090,ARSON,ATTEMPT ARSON,RESIDENCE,False,False,311,3,20.0,40,09,1179075.0,1865016.0,2015,02/10/2018 03:50:01 PM,41.784895894,-87.618974395,"(41.784895894, -87.618974395)"
10296176,HY484105,10/31/2015 08:43:00 PM,033XX W LE MOYNE ST,1025,ARSON,AGGRAVATED,CONVENIENCE STORE,False,False,1422,14,26.0,23,09,1153722.0,1909767.0,2015,02/10/2018 03:50:01 PM,41.908238409,-87.710740292,"(41.908238409, -87.710740292)"
10296402,HY484568,11/01/2015 05:25:00 AM,054XX W IOWA ST,1020,ARSON,BY FIRE,RESIDENCE,False,False,1524,15,37.0,25,09,1139690.0,1905465.0,2015,02/10/2018 03:50:01 PM,41.896701124,-87.762392557,"(41.896701124, -87.762392557)"
10296781,HY484506,11/01/2015 04:20:00 AM,060XX S LAFLIN ST,1020,ARSON,BY FIRE,STREET,False,False,713,7,16.0,67,09,1167367.0,1864706.0,2015,02/10/2018 03:50:01 PM,41.784304124,-87.661909708,"(41.784304124, -87.661909708)"
10296987,HY485261,11/01/2015 05:53:00 PM,073XX S PRINCETON AVE,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,731,7,17.0,69,09,1175565.0,1856254.0,2015,02/10/2018 03:50:01 PM,41.760931294,-87.632105403,"(41.760931294, -87.632105403)"
10297094,HY485528,11/01/2015 10:50:00 PM,014XX N LAWNDALE AVE,1020,ARSON,BY FIRE,STREET,False,False,2535,25,26.0,23,09,1151442.0,1909229.0,2015,02/10/2018 03:50:01 PM,41.906807192,-87.719130062,"(41.906807192, -87.719130062)"
10297133,HY485510,11/01/2015 10:30:00 PM,009XX W 60TH ST,1020,ARSON,BY FIRE,RESIDENCE PORCH/HALLWAY,False,False,712,7,16.0,68,09,1170857.0,1865040.0,2015,02/10/2018 03:50:01 PM,41.785145161,-87.64910427,"(41.785145161, -87.64910427)"
10297176,HY485617,11/02/2015 02:08:00 AM,059XX S MORGAN ST,1020,ARSON,BY FIRE,ABANDONED BUILDING,False,False,712,7,16.0,68,09,1170664.0,1865336.0,2015,02/10/2018 03:50:01 PM,41.785961632,-87.649803264,"(41.785961632, -87.649803264)"
10000140,HY190075,03/18/2015 06:45:00 PM,041XX W 24TH PL,1025,ARSON,AGGRAVATED,APARTMENT,False,False,1013,10,22.0,30,09,1149397.0,1887405.0,2015,08/17/2015 03:03:40 PM,41.846959598,-87.727208404,"(41.846959598, -87.727208404)"
10298631,HY487044,11/03/2015 03:50:00 AM,054XX W IOWA ST,1090,ARSON,ATTEMPT ARSON,RESIDENCE PORCH/HALLWAY,False,False,1524,15,37.0,25,09,1139690.0,1905465.0,2015,02/10/2018 03:50:01 PM,41.896701124,-87.762392557,"(41.896701124, -87.762392557)"
10298934,HY487132,11/03/2015 07:45:00 AM,013XX W 32ND ST,1025,ARSON,AGGRAVATED,APARTMENT,False,False,913,9,11.0,60,09,1167820.0,1883572.0,2015,02/10/2018 03:50:01 PM,41.836064774,-87.659706652,"(41.836064774, -87.659706652)"
10299438,HY487983,11/03/2015 06:40:00 PM,111XX S EDBROOKE AVE,1020,ARSON,BY FIRE,ALLEY,False,False,531,5,9.0,49,09,1179181.0,1831140.0,2015,02/10/2018 03:50:01 PM,41.691933664,-87.619615803,"(41.691933664, -87.619615803)"
10299575,HY488053,11/03/2015 07:46:00 PM,038XX S ASHLAND AVE,1030,ARSON,POS: EXPLOSIVE/INCENDIARY DEV,STREET,False,False,912,9,11.0,59,26,1166254.0,1879405.0,2015,02/09/2018 03:44:29 PM,41.824663654,-87.665571705,"(41.824663654, -87.665571705)"
10299597,HY488350,11/04/2015 04:50:00 AM,112XX S NORMAL AVE,1025,ARSON,AGGRAVATED,DRIVEWAY - RESIDENTIAL,False,False,2233,22,34.0,49,09,1174969.0,1830416.0,2015,02/10/2018 03:50:01 PM,41.690041633,-87.63505793,"(41.690041633, -87.63505793)"
10301008,HY489649,11/04/2015 11:20:00 PM,058XX W DICKENS AVE,1020,ARSON,BY FIRE,STREET,False,False,2515,25,29.0,19,09,1136950.0,1913193.0,2015,11/11/2015 04:01:17 PM,41.917957286,-87.772270622,"(41.917957286, -87.772270622)"
10304714,HY488304,11/03/2015 10:23:00 PM,028XX N CLARK ST,1020,ARSON,BY FIRE,ALLEY,False,False,1934,19,44.0,6,09,1171406.0,1919132.0,2015,02/10/2018 03:50:01 PM,41.933565827,-87.645502559,"(41.933565827, -87.645502559)"
10304745,HY493367,11/07/2015 07:30:00 PM,028XX N DAMEN AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,True,False,1931,19,1.0,5,09,1162521.0,1919031.0,2015,02/10/2018 03:50:01 PM,41.933479639,-87.678157199,"(41.933479639, -87.678157199)"
10304914,HY493625,11/08/2015 01:29:00 AM,026XX W 56TH ST,1020,ARSON,BY FIRE,STREET,False,False,824,8,16.0,63,09,1159553.0,1867426.0,2015,02/10/2018 03:50:01 PM,41.791932044,-87.69048447,"(41.791932044, -87.69048447)"
10305633,HY493680,11/08/2015 03:00:00 AM,028XX N DAMEN AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,1931,19,1.0,5,09,1162519.0,1919079.0,2015,02/10/2018 03:50:01 PM,41.933611396,-87.678163201,"(41.933611396, -87.678163201)"
10305636,HY493629,11/08/2015 01:25:00 AM,029XX N ASHLAND AVE,1020,ARSON,BY FIRE,OTHER,False,False,1932,19,32.0,6,09,1165151.0,1919501.0,2015,02/10/2018 03:50:01 PM,41.934713787,-87.668478733,"(41.934713787, -87.668478733)"
10305637,HY493619,11/08/2015 01:00:00 AM,015XX W GEORGE ST,1020,ARSON,BY FIRE,OTHER,False,False,1932,19,32.0,6,09,1165602.0,1919335.0,2015,11/15/2015 03:54:41 PM,41.934248665,-87.666826051,"(41.934248665, -87.666826051)"
10305664,HY494625,11/08/2015 09:46:00 PM,029XX N SEELEY AVE,1025,ARSON,AGGRAVATED,RESIDENTIAL YARD (FRONT/BACK),False,False,1931,19,1.0,5,09,1162171.0,1919581.0,2015,02/10/2018 03:50:01 PM,41.934996205,-87.679428011,"(41.934996205, -87.679428011)"
10305728,HY494707,10/22/2015 09:30:00 PM,018XX S TROY ST,1025,ARSON,AGGRAVATED,RESIDENCE,False,False,1022,10,24.0,29,09,1155648.0,1890879.0,2015,02/10/2018 03:50:01 PM,41.85636929,-87.704173788,"(41.85636929, -87.704173788)"
10000151,HY190115,03/19/2015 02:26:00 AM,029XX N DAWSON AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1412,14,35.0,21,09,1153483.0,1919503.0,2015,02/10/2018 03:50:01 PM,41.934959567,-87.711358856,"(41.934959567, -87.711358856)"
10307106,HY495933,11/09/2015 10:10:00 PM,031XX N WASHTENAW AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,False,False,1411,14,1.0,21,09,1157855.0,1920679.0,2015,02/10/2018 03:50:01 PM,41.93809843,-87.695259423,"(41.93809843, -87.695259423)"
10308391,HY496926,11/10/2015 06:41:00 PM,019XX W DIVERSEY PKWY,1025,ARSON,AGGRAVATED,OTHER,True,False,1931,19,32.0,5,09,1162939.0,1918606.0,2015,02/10/2018 03:50:01 PM,41.932304638,-87.676633039,"(41.932304638, -87.676633039)"
